STATE,OCC_TITLE,median_delta,cpi_delta,adj_delta,num_years
Texas,printing machine operators,8.963786,-0.6185551,9.598527,3
Texas,laundry and dry-cleaning workers,28.40691,-0.1030912,28.53157,10
Texas,pressers textile garment and related materials,17.64339,-0.1030912,17.75762,10
Texas,sewing machine operators,23.08961,-0.1030912,23.20912,10
Texas,shoe and leather workers and repairers,13.34651,-0.1030912,13.45656,10
Texas,shoe machine operators and tenders,-21.22081,-0.5154639,-20.83839,6
Texas,sewers hand,24.75299,-0.1030912,24.8741,10
Texas,tailors dressmakers and custom sewers,3.751617,-0.1030912,3.852348,10
Texas,textile bleaching and dyeing machine operators and tenders,-5.289968,-0.1030912,-5.198018,10
Texas,textile cutting machine setters operators and tenders,-6.648697,-0.1030912,-6.558069,10
Texas,textile knitting and weaving machine setters operators and tenders,3.432399,-0.1030912,3.532821,10
Texas,textile winding twisting and drawing out machine setters operators and tenders,37.693,-0.1030912,37.82669,10
Texas,extruding and forming machine setters operators and tenders synthetic and glass fibers,26.18443,-0.1030912,26.30695,10
Texas,fabric and apparel patternmakers,85.14548,-0.1030912,85.32525,10
Texas,upholsterers,14.74359,-0.1030912,14.85499,10
Texas,textile apparel and furnishings workers all other,40.75713,-0.1030912,40.89379,10
Texas,cabinetmakers and bench carpenters,14.34477,-0.1030912,14.45579,10
Texas,furniture finishers,20.46834,-0.1030912,20.5853,10
Texas,model makers wood,86.64996,-0.8247454,88.09968,5
Texas,patternmakers wood,73.40473,-0.1030912,73.57308,8
Texas,sawing machine setters operators and tenders wood,7.492795,-0.1030912,7.597156,10
Texas,woodworking machine setters operators and tenders except sawing,25,-0.1030912,25.12136,10
Texas,woodworkers all other,44.07862,-0.1030912,44.21851,9
Texas,power distributors and dispatchers,21.66011,-0.1030912,21.77822,10
Texas,power plant operators,33.53215,-0.1030912,33.6618,10
Texas,stationary engineers and boiler operators,3.91468,-0.1030912,4.01557,10
Texas,water and liquid waste treatment plant and system operators,3.917663,-0.6185551,4.523012,3
Texas,chemical plant and system operators,17.60408,-0.1030912,17.71825,10
Texas,gas plant operators,17.06223,-0.1030912,17.17588,10
Texas,petroleum pump system operators refinery operators and gaugers,37.22628,-0.1030912,37.3595,10
Texas,plant and system operators all other,10.97257,-0.1030912,11.08031,10
Texas,chemical equipment operators and tenders,22.83869,-0.1030912,22.95795,10
Texas,separating filtering clarifying precipitating and still machine setters operators and tenders,11.91449,-0.1030912,12.02315,10
Texas,crushing grinding and polishing machine setters operators and tenders,35.03869,-0.1030912,35.1698,10
Texas,grinding and polishing workers hand,33.47165,-0.1030912,33.60123,10
Texas,mixing and blending machine setters operators and tenders,32.10318,-0.1030912,32.23142,10
Texas,cutters and trimmers hand,45.54919,-0.1030912,45.69049,10
Texas,cutting and slicing machine setters operators and tenders,33.96912,-0.1030912,34.09919,10
Texas,extruding forming pressing and compacting machine setters operators and tenders,25.74772,-0.1030912,25.86981,10
Texas,furnace kiln oven drier and kettle operators and tenders,25.6139,-0.1030912,25.73586,10
Texas,inspectors testers sorters samplers and weighers,31.33496,-0.1030912,31.46247,10
Texas,jewelers and precious stone and metal workers,26.51277,-0.1030912,26.6356,10
Texas,dental laboratory technicians,15.30441,-0.1030912,15.41635,10
Texas,medical appliance technicians,16.22382,-0.1030912,16.33666,10
Texas,ophthalmic laboratory technicians,32.79963,-0.1030912,32.92856,10
Texas,packaging and filling machine operators and tenders,19.0167,-0.1030912,19.13225,10
Texas,coating painting and spraying machine setters operators and tenders,45.05827,-0.1030912,45.1991,10
Texas,painters transportation equipment,27.05727,-0.1030912,27.18064,10
Texas,painting coating and decorating workers,24.20113,-0.1030912,24.32171,10
Texas,photographic process workers,11.59875,-0.6185551,12.24883,3
Texas,photographic processing machine operators,1.860712,-0.6185551,2.45407,3
Texas,semiconductor processors,12.01413,-0.1030912,12.12288,10
Texas,cementing and gluing machine operators and tenders,24.05849,-0.6185551,24.78116,3
Texas,cleaning washing and metal pickling equipment operators and tenders,37.87654,-0.1030912,38.0104,10
Texas,cooling and freezing equipment operators and tenders,43.74364,-0.1030912,43.8832,10
Texas,etchers and engravers,9.134423,-0.1030912,9.240381,10
Texas,molders shapers and casters except metal and plastic,22.23218,-0.1030912,22.35085,10
Texas,paper goods machine setters operators and tenders,17.75428,-0.1030912,17.86861,10
Texas,tire builders,23.49206,-0.1030912,23.61196,10
Texas,helpers--production workers,35.15453,-0.1030912,35.28574,10
Texas,production workers all other,27.8903,-0.1030912,28.01446,10
Texas,transportation and material moving occupations,28.98248,-0.1030912,29.10771,10
Texas,aircraft cargo handling supervisors,57.41007,-0.1030912,57.5629,9
Texas,first-line supervisors/managers of helpers laborers and material movers hand,4.920213,-0.6185551,5.531396,3
Texas,first-line supervisors/managers of transportation and material-moving machine and vehicle operators,5.606503,-0.6185551,6.221692,3
Texas,airline pilots copilots and flight engineers,40.94401,-0.1030912,41.08085,9
Texas,commercial pilots,39.27707,-0.1030912,39.41228,10
Texas,air traffic controllers,21.31734,-0.1030912,21.43512,9
Texas,airfield operations specialists,41.77285,-0.1030912,41.91049,10
Texas,ambulance drivers and attendants except emergency medical technicians,11.35392,-0.1030912,11.46203,10
Texas,bus drivers transit and intercity,13.54354,-0.1030912,13.65378,10
Texas,bus drivers school,10.1348,-0.6185551,10.77636,3
Texas,driver/sales workers,36.85102,-0.1030912,36.98388,10
Texas,truck drivers heavy and tractor-trailer,7.411945,-0.6185551,8.037644,3
Texas,truck drivers light or delivery services,7.866991,-0.6185551,8.495337,3
Texas,taxi drivers and chauffeurs,32.68912,-0.1030912,32.81794,10
Texas,motor vehicle operators all other,58.57672,-0.1030912,58.73067,10
Texas,locomotive engineers,-35.99814,-0.1030912,-35.936,10
Texas,rail yard engineers dinkey operators and hostlers,32.36223,-0.1030912,32.49075,10
Texas,railroad brake signal and switch operators,-8.102701,-0.1030912,-8.01348,10
Texas,railroad conductors and yardmasters,-24.86605,-0.1030912,-24.79311,10
Texas,subway and streetcar operators,29.10183,-0.1030912,29.22717,6
Texas,rail transportation workers all other,70.40413,-0.2061824,70.73501,9
Texas,sailors and marine oilers,57.5874,-0.1030912,57.7404,10
Texas,captains mates and pilots of water vessels,103.7396,-0.1030912,103.9374,9
Texas,motorboat operators,128.2233,-0.1030912,128.4449,10
Texas,ship engineers,44.2044,-0.1030912,44.34441,10
Texas,bridge and lock tenders,29.51341,-0.1030912,29.63916,10
Texas,parking lot attendants,18.40708,-0.1030912,18.52204,10
Texas,service station attendants,4.020101,-0.6185551,4.626037,3
Texas,traffic technicians,17.15543,-0.1030912,17.26917,10
Texas,transportation inspectors,38.98156,-0.1030912,39.1165,10
Texas,transportation workers all other,112.9289,-0.2061824,113.3423,9
Texas,conveyor operators and tenders,1.504065,-0.1030912,1.602614,10
Texas,crane and tower operators,54.59079,-0.1030912,54.74088,10
Texas,dredge operators,41.20499,-0.1030912,41.34208,10
Texas,excavating and loading machine and dragline operators,23.43972,-0.1030912,23.55956,10
Texas,hoist and winch operators,50.80015,-0.1030912,50.94656,9
Texas,industrial truck and tractor operators,24.21449,-0.1030912,24.33509,10
Texas,cleaners of vehicles and equipment,24.62996,-0.1030912,24.75097,10
Texas,laborers and freight stock and material movers hand,25.73306,-0.1030912,25.85513,10
Texas,machine feeders and offbearers,4.0207,-0.1030912,4.12169,10
Texas,packers and packagers hand,26.33564,-0.1030912,26.45829,10
Texas,gas compressor and gas pumping station operators,22.60608,-0.1030912,22.72512,10
Texas,pump operators except wellhead pumpers,-11.61352,-0.1030912,-11.52771,10
Texas,wellhead pumpers,41.16711,-0.1030912,41.30416,10
Texas,refuse and recyclable material collectors,36.39358,-0.1030912,36.52601,10
Texas,tank car truck and ship loaders,-1.095224,-0.1030912,-0.9992083,10
Texas,material moving workers all other,6.623537,-0.1030912,6.727053,10
Utah,all occupations,20.30928,1.671898,18.46369,10
Utah,management occupations,6.517366,1.671898,4.883353,10
Utah,general and operations managers,-5.429925,1.671898,-6.880661,10
Utah,legislators,-2.457757,1.671898,-3.954088,10
Utah,advertising and promotions managers,-8.840461,1.671898,-10.23888,10
Utah,marketing managers,31.69058,1.671898,29.67039,10
Utah,sales managers,14.1553,1.671898,12.40412,10
Utah,public relations managers,2.640043,2.194364,0.5734653,3
Utah,administrative services managers,16.02271,1.671898,14.24288,10
Utah,computer and information systems managers,23.15533,1.671898,21.26608,10
Utah,financial managers,21.10853,1.671898,19.25068,10
Utah,compensation and benefits managers,14.09345,1.671898,12.34321,10
Utah,training and development managers,2.895436,1.671898,1.316983,10
Utah,human resources managers all other,-1.194354,2.194364,-3.183737,3
Utah,industrial production managers,15.78407,1.671898,14.00791,10
Utah,purchasing managers,23.5621,1.671898,21.66663,10
Utah,transportation storage and distribution managers,7.266891,1.671898,5.621383,10
Utah,farm ranch and other agricultural managers,-10.74877,1.149432,-11.69006,2
Utah,construction managers,7.158196,1.671898,5.514359,10
Utah,education administrators preschool and child care center/program,-2.31197,2.194364,-4.278841,3
Utah,education administrators elementary and secondary school,20.2109,1.671898,18.36682,10
Utah,education administrators postsecondary,5.949503,1.671898,4.324199,10
Utah,education administrators all other,28.14614,1.671898,26.18034,10
Utah,engineering managers,-4.827175,2.194364,-6.74341,3
Utah,food service managers,-11.33205,1.671898,-12.69225,10
Utah,funeral directors,-13.74608,2.194364,-15.48274,3
Utah,lodging managers,-21.14032,1.671898,-22.35006,10
Utah,medical and health services managers,24.5017,1.671898,22.59179,10
Utah,natural sciences managers,10.97488,1.671898,9.27248,10
Utah,postmasters and mail superintendents,22.91631,1.671898,21.03073,10
Utah,property real estate and community association managers,-23.24716,1.671898,-24.42458,10
Utah,social and community service managers,7.450237,1.671898,5.80191,10
Utah,managers all other,41.56446,1.671898,39.39281,10
Utah,business and financial operations occupations,19.02925,1.671898,17.20329,10
Utah,purchasing agents and buyers farm products,5.980392,2.194364,3.846565,3
Utah,wholesale and retail buyers except farm products,11.75637,1.671898,10.04199,10
Utah,purchasing agents except wholesale retail and farm products,28.84534,1.671898,26.86881,10
Utah,claims adjusters examiners and investigators,8.249497,1.671898,6.588912,10
Utah,insurance appraisers auto damage,24.78826,1.671898,22.87396,8
Utah,compliance officers except agriculture construction health and safety and transportation,13.31745,2.194364,11.03589,3
Utah,cost estimators,22.96369,1.671898,21.07738,10
Utah,emergency management specialists,21.47904,2.194364,19.03315,3
Utah,employment recruitment and placement specialists,5.724083,2.194364,3.595418,3
Utah,compensation benefits and job analysis specialists,8.081471,1.671898,6.423463,10
Utah,training and development specialists,13.3714,1.671898,11.63225,10
Utah,human resources training and labor relations specialists all other,-7.54717,1.567398,-8.876789,5
Utah,logisticians,12.76393,1.671898,11.03409,10
Utah,management analysts,13.41522,1.671898,11.67539,10
Utah,meeting and convention planners,0.7159294,2.194364,-1.311914,3
Utah,business operations specialists all other,19.40022,1.671898,17.56858,10
Utah,accountants and auditors,16.47276,1.671898,14.68603,10
Utah,appraisers and assessors of real estate,17.49808,1.671898,15.69561,10
Utah,budget analysts,23.25424,1.671898,21.36347,10
Utah,credit analysts,14.49614,1.671898,12.73973,10
Utah,financial analysts,28.40711,1.671898,26.4373,10
Utah,personal financial advisors,18.57914,1.671898,16.7601,10
Utah,insurance underwriters,8.277242,1.671898,6.616226,9
Utah,financial examiners,23.63925,1.671898,21.74258,10
Utah,loan counselors,17.23832,2.194364,14.87781,3
Utah,loan officers,10.32833,1.671898,8.635856,10
Utah,tax examiners collectors and revenue agents,7.542943,2.194364,5.377648,3
Utah,tax preparers,19.53224,1.671898,17.69857,10
Utah,financial specialists all other,9.905397,1.671898,8.219411,10
Utah,computer and mathematical occupations,16.88705,1.671898,15.09396,8
Utah,computer programmers,13.94345,1.671898,12.19552,10
Utah,software developers applications,22.22077,1.671898,20.34585,10
Utah,software developers systems software,25.63676,1.671898,23.70944,10
Utah,computer support specialists,17.10169,1.567398,15.41758,5
Utah,computer systems analysts,16.33193,1.671898,14.54735,10
Utah,database administrators,32.04321,1.671898,30.01761,10
Utah,network and computer systems administrators,29.44376,1.671898,27.45805,10
Utah,network systems and data communications analysts,12.09608,2.194364,9.83911,3
Utah,computer specialists all other,11.98795,2.194364,9.733158,3
Utah,actuaries,-27.90569,1.671898,-29.01163,9
Utah,mathematicians,1.095352,2.194364,-0.9401251,3
Utah,operations research analysts,42.44998,1.671898,40.26474,10
Utah,statisticians,26.19932,1.671898,24.26338,10
Utah,architecture and engineering occupations,17.44032,1.671898,15.63874,10
Utah,architects except landscape and naval,-8.606384,1.671898,-10.0084,10
Utah,landscape architects,7.174808,1.671898,5.530709,10
Utah,cartographers and photogrammetrists,17.64481,1.671898,15.8401,10
Utah,surveyors,36.24748,1.671898,34.15739,10
Utah,aerospace engineers,15.55113,1.671898,13.77853,9
Utah,biomedical engineers,-4.786479,1.671898,-6.247087,10
Utah,chemical engineers,4.428554,1.358415,3.126953,9
Utah,civil engineers,21.45384,1.671898,19.5907,10
Utah,computer hardware engineers,14.88971,1.671898,13.12726,5
Utah,electrical engineers,12.67857,1.671898,10.95004,10
Utah,electronics engineers except computer,10.05,1.671898,8.361791,10
Utah,environmental engineers,13.05544,1.671898,11.32113,8
Utah,health and safety engineers except mining safety engineers and inspectors,12.331,1.671898,10.6078,10
Utah,industrial engineers,15.82136,1.671898,14.04462,10
Utah,materials engineers,8.176011,1.671898,6.516552,10
Utah,mechanical engineers,9.858001,1.671898,8.172741,10
Utah,mining and geological engineers including mining safety engineers,0.3818737,1.671898,-1.15802,10
Utah,petroleum engineers,32.12654,1.671898,30.09968,10
Utah,engineers all other,17.88834,1.671898,16.07989,10
Utah,architectural and civil drafters,29.659,1.671898,27.66998,10
Utah,electrical and electronics drafters,15.29943,1.671898,13.5307,10
Utah,mechanical drafters,20.43336,1.671898,18.58587,10
Utah,drafters all other,63.42268,1.358415,61.38577,9
Utah,aerospace engineering and operations technicians,22.34107,1.671898,20.46431,9
Utah,civil engineering technicians,19.93616,1.671898,18.0963,10
Utah,electrical and electronic engineering technicians,5.213065,2.194364,3.094676,3
Utah,electro-mechanical technicians,22.29162,1.671898,20.41562,9
Utah,environmental engineering technicians,58.31374,1.671898,55.88516,10
Utah,industrial engineering technicians,-1.623867,1.671898,-3.132996,10
Utah,mechanical engineering technicians,20.87161,1.671898,19.0174,10
Utah,engineering technicians except drafters all other,-9.225672,1.671898,-10.61818,10
Utah,surveying and mapping technicians,69.85463,1.671898,67.249,10
Utah,life physical and social science occupations,17.42137,1.671898,15.62008,10
Utah,food scientists and technologists,-9.699121,1.671898,-11.08437,10
Utah,soil and plant scientists,17.32133,1.671898,15.52157,9
Utah,biochemists and biophysicists,38.32283,1.567398,36.33353,8
Utah,microbiologists,12.96965,1.671898,11.23665,10
Utah,zoologists and wildlife biologists,16.69607,1.671898,14.90591,9
Utah,biological scientists all other,18.32722,1.671898,16.51204,10
Utah,conservation scientists,4.600723,1.671898,2.996109,10
Utah,foresters,14.51546,1.358415,13.08814,9
Utah,epidemiologists,26.12594,1.671898,24.19112,7
Utah,medical scientists except epidemiologists,57.80995,1.671898,55.3891,10
Utah,physicists,22.01463,1.671898,20.14289,7
Utah,atmospheric and space scientists,-12.71711,1.671898,-14.05605,10
Utah,chemists,18.80246,1.671898,16.97999,10
Utah,materials scientists,33.68237,1.671898,31.63165,10
Utah,environmental scientists and specialists including health,3.698502,1.671898,2.107731,10
Utah,geoscientists except hydrologists and geographers,20.81367,1.671898,18.96033,10
Utah,hydrologists,3.876202,1.671898,2.282708,9
Utah,physical scientists all other,21.25312,1.671898,19.39304,10
Utah,economists,21.90031,1.671898,20.03032,10
Utah,market research analysts,-5.147326,2.194364,-7.057111,3
Utah,survey researchers,177.654,1.671898,173.3946,10
Utah,clinical counseling and school psychologists,3.709978,1.671898,2.119033,10
Utah,sociologists,1.350858,1.671898,-0.2039011,3
Utah,urban and regional planners,21.76252,1.671898,19.89464,10
Utah,historians,-2.506482,1.671898,-4.00207,8
Utah,social scientists and related workers all other,-21.75237,1.671898,-22.95272,8
Utah,agricultural and food science technicians,7.459677,1.671898,5.811207,10
Utah,biological technicians,40.63459,1.358415,38.88173,9
Utah,chemical technicians,6.285863,1.671898,4.655396,10
Utah,geological and petroleum technicians,37.2457,1.671898,35.14029,9
Utah,social science research assistants,23.60608,1.671898,21.70992,7
Utah,environmental science and protection technicians including health,18.20966,1.671898,16.39627,10
Utah,forensic science technicians,30.32452,1.671898,28.32529,10
Utah,forest and conservation technicians,-4.244032,1.671898,-5.712966,9
Utah,life physical and social science technicians all other,45.07975,1.671898,42.85418,10
Utah,community and social services occupations,7.598499,2.194364,5.432083,3
Utah,substance abuse and behavioral disorder counselors,-1.242236,1.671898,-2.757214,10
Utah,educational vocational and school counselors,9.016018,2.194364,6.821057,3
Utah,marriage and family therapists,2.393087,1.671898,0.8223437,10
Utah,mental health counselors,21.34213,1.671898,19.4807,10
Utah,counselors all other,-15.24815,1.358415,-16.3045,5
Utah,child family and school social workers,14.56644,1.671898,12.80896,10
Utah,medical and public health social workers,10.47938,2.194364,8.25496,3
Utah,mental health and substance abuse social workers,22.06191,1.671898,20.18943,10
Utah,social workers all other,-28.64647,1.671898,-29.74106,10
Utah,health educators,-1.658821,1.671898,-3.167415,10
Utah,social and human service assistants,18.20702,1.671898,16.39369,10
Utah,community and social service specialists all other,16.54631,1.671898,14.75844,10
Utah,clergy,27.33564,1.567398,25.50436,8
Utah,legal occupations,-9.642858,1.671898,-11.02897,10
Utah,lawyers,2.839387,1.671898,1.261797,10
Utah,administrative law judges adjudicators and hearing officers,16.65034,1.671898,14.86089,10
Utah,arbitrators mediators and conciliators,204.4122,1.671898,199.7424,5
Utah,judges magistrate judges and magistrates,40.49874,1.671898,38.34344,10
Utah,paralegals and legal assistants,3.197537,1.671898,1.614448,10
Utah,law clerks,-14.62744,2.194364,-16.34635,3
Utah,title examiners abstractors and searchers,13.75796,1.671898,12.01288,10
Utah,legal support workers all other,-8.65363,1.671898,-10.05491,10
Utah,education training and library occupations,20.4247,1.671898,18.57734,10
Utah,business teachers postsecondary,32.59892,1.671898,30.5648,10
Utah,computer science teachers postsecondary,-1.093633,1.671898,-2.610894,10
Utah,mathematical science teachers postsecondary,15.07681,1.671898,13.3115,10
Utah,architecture teachers postsecondary,13.94023,1.671898,12.19234,8
Utah,engineering teachers postsecondary,12.8573,1.671898,11.12604,10
Utah,agricultural sciences teachers postsecondary,24.14955,1.671898,22.24505,8
Utah,biological science teachers postsecondary,51.1104,1.671898,48.7923,10
Utah,atmospheric earth marine and space sciences teachers postsecondary,32.71041,1.671898,30.67458,7
Utah,chemistry teachers postsecondary,16.92218,1.671898,15.12854,8
Utah,environmental science teachers postsecondary,42.37072,1.671898,40.18671,5
Utah,physics teachers postsecondary,32.22901,1.671898,30.20057,10
Utah,economics teachers postsecondary,35.31214,1.671898,33.2364,10
Utah,political science teachers postsecondary,46.4351,1.671898,44.18873,10
Utah,psychology teachers postsecondary,30.04285,1.671898,28.04795,10
Utah,sociology teachers postsecondary,34.2033,1.671898,32.14457,10
Utah,health specialties teachers postsecondary,2.970297,1.671898,1.390701,10
Utah,nursing instructors and teachers postsecondary,33.28188,1.671898,31.23728,10
Utah,education teachers postsecondary,24.49943,1.671898,22.58956,9
Utah,criminal justice and law enforcement teachers postsecondary,14.94532,1.671898,13.18202,9
Utah,art drama and music teachers postsecondary,27.37407,1.671898,25.4201,10
Utah,communications teachers postsecondary,43.48371,1.671898,41.28262,10
Utah,english language and literature teachers postsecondary,27.08494,1.671898,25.13541,10
Utah,foreign language and literature teachers postsecondary,51.49981,1.671898,49.17574,10
Utah,history teachers postsecondary,54.31168,1.671898,51.94447,10
Utah,philosophy and religion teachers postsecondary,39.21233,1.671898,37.07677,9
Utah,home economics teachers postsecondary,12.87772,1.671898,11.14614,10
Utah,recreation and fitness studies teachers postsecondary,-39.39452,1.671898,-40.32423,9
Utah,vocational education teachers postsecondary,19.06653,1.671898,17.24002,10
Utah,postsecondary teachers all other,43.48072,1.358415,41.69236,8
Utah,preschool teachers except special education,16.39034,1.671898,14.60487,10
Utah,kindergarten teachers except special education,20.64677,1.671898,18.79601,10
Utah,elementary school teachers except special education,24.02612,1.671898,22.12352,10
Utah,middle school teachers except special and vocational education,1.019956,2.194364,-1.014004,3
Utah,vocational education teachers middle school,24.73118,2.194364,22.21982,3
Utah,secondary school teachers except special and vocational education,-6.564365,2.194364,-8.445616,3
Utah,vocational education teachers secondary school,-6.760937,2.194364,-8.638236,3
Utah,special education teachers preschool kindergarten and elementary school,10.33457,1.567398,8.747781,5
Utah,special education teachers middle school,7.298023,1.671898,5.652034,10
Utah,special education teachers secondary school,-2.819028,1.671898,-4.309824,10
Utah,adult literacy remedial education and ged teachers and instructors,-2.996058,2.194364,-4.949155,3
Utah,self-enrichment education teachers,9.386548,1.671898,7.708516,10
Utah,teachers and instructors all other,19.04,1.567398,17.32802,5
Utah,archivists,12.95322,1.358415,11.54537,8
Utah,curators,-3.012429,1.671898,-4.500259,10
Utah,museum technicians and conservators,5.296387,1.671898,3.6811,6
Utah,librarians,10.0291,1.671898,8.341221,10
Utah,library technicians,15.95331,1.671898,14.17454,10
Utah,audio-visual collections specialists,11.62289,2.194364,9.375441,3
Utah,farm and home management advisors,-39.91684,2.089864,-41.06897,4
Utah,instructional coordinators,28.0698,1.671898,26.10516,10
Utah,teacher assistants,13.86756,1.671898,12.1208,10
Utah,arts design entertainment sports and media occupations,5.810811,1.671898,4.187636,10
Utah,art directors,19.73989,1.671898,17.90303,10
Utah,craft artists,47.48439,1.671898,45.22193,9
Utah,fine artists including painters sculptors and illustrators,2.77386,1.671898,1.197277,10
Utah,multi-media artists and animators,-15.49053,2.194364,-17.19206,3
Utah,artists and related workers all other,17.24477,1.567398,15.55861,4
Utah,commercial and industrial designers,-9.21715,1.671898,-10.60979,10
Utah,floral designers,20.59717,1.671898,18.74716,10
Utah,graphic designers,21.0143,1.671898,19.15788,10
Utah,interior designers,74.47916,1.358415,72.30445,6
Utah,merchandise displayers and window trimmers,11.86898,1.671898,10.15287,10
Utah,set and exhibit designers,11.68249,1.671898,9.969241,10
Utah,designers all other,-23.31964,2.089864,-24.79003,5
Utah,producers and directors,2.796674,1.671898,1.21974,10
Utah,coaches and scouts,-21.3006,1.671898,-22.50788,10
Utah,umpires referees and other sports officials,14.94396,1.671898,13.18068,10
Utah,choreographers,42.32902,1.671898,40.14564,9
Utah,radio and television announcers,37.54277,1.358415,35.82844,9
Utah,public address system and other announcers,46.45233,1.567398,44.3461,3
Utah,broadcast news analysts,21.9903,1.671898,20.11893,9
Utah,reporters and correspondents,-20.70868,1.671898,-21.92504,10
Utah,public relations specialists,16.58873,1.671898,14.80022,10
Utah,editors,12.0229,1.671898,10.30444,10
Utah,technical writers,24.57411,1.671898,22.66309,10
Utah,writers and authors,-16.85215,1.671898,-18.12767,9
Utah,interpreters and translators,22.8275,1.671898,20.94329,10
Utah,media and communication workers all other,-16.24257,1.462907,-17.36683,6
Utah,audio and video equipment technicians,13.93416,1.671898,12.18637,10
Utah,broadcast technicians,13.63636,1.671898,11.89314,10
Utah,radio operators,0,0,0,1
Utah,sound engineering technicians,-47.8224,1.671898,-48.62282,10
Utah,photographers,14.30096,1.671898,12.54755,10
Utah,camera operators television video and motion picture,-31.49517,1.671898,-32.54605,10
Utah,film and video editors,40.40179,1.671898,38.24797,10
Utah,media and communication equipment workers all other,-12.47514,1.358415,-13.56605,9
Utah,healthcare practitioners and technical occupations,17.99163,1.671898,16.18159,9
Utah,chiropractors,3.010381,1.671898,1.430163,10
Utah,dentists general,-7.795605,1.671898,-9.210059,10
Utah,orthodontists,0,0,0,1
Utah,dietitians and nutritionists,13.00135,1.671898,11.26787,10
Utah,optometrists,-0.1080147,1.671898,-1.640391,10
Utah,pharmacists,17.87155,1.671898,16.06335,10
Utah,psychiatrists,-15.48481,1.358415,-16.5382,9
Utah,physician assistants,21.65811,1.671898,19.79182,10
Utah,podiatrists,120.7372,1.671898,117.3511,10
Utah,registered nurses,10.94691,1.671898,9.244947,10
Utah,audiologists,16.71193,1.671898,14.92153,10
Utah,occupational therapists,31.54967,1.671898,29.53164,10
Utah,physical therapists,21.96204,1.671898,20.09111,10
Utah,radiation therapists,14.84636,1.671898,13.08458,6
Utah,recreational therapists,24.20213,1.671898,22.29681,10
Utah,respiratory therapists,11.1026,1.671898,9.398245,10
Utah,speech-language pathologists,18.79358,1.671898,16.97125,10
Utah,veterinarians,6.767021,1.671898,5.129169,10
Utah,health diagnosing and treating practitioners all other,38.77636,1.671898,36.64748,10
Utah,medical and clinical laboratory technologists,7.87891,1.671898,6.22401,10
Utah,medical and clinical laboratory technicians,15.76265,1.671898,13.9868,10
Utah,dental hygienists,11.34263,1.671898,9.634598,10
Utah,cardiovascular technologists and technicians,24.23835,1.671898,22.33249,9
Utah,diagnostic medical sonographers,31.60631,1.671898,29.58741,10
Utah,nuclear medicine technologists,25.41667,1.671898,23.49272,10
Utah,radiologic technologists and technicians,11.31903,1.567398,9.718083,5
Utah,emergency medical technicians and paramedics,10.94653,1.671898,9.244571,10
Utah,dietetic technicians,7.27436,1.671898,5.628732,8
Utah,pharmacy technicians,19.06229,1.671898,17.23582,10
Utah,respiratory therapy technicians,59.78947,1.671898,57.33824,8
Utah,surgical technologists,23.40561,1.671898,21.51252,10
Utah,veterinary technologists and technicians,6.465188,1.671898,4.831975,10
Utah,licensed practical and licensed vocational nurses,21.06443,1.671898,19.20725,10
Utah,medical records and health information technicians,33.77049,1.671898,31.71841,10
Utah,opticians dispensing,10.07353,1.671898,8.384966,10
Utah,orthotists and prosthetists,79.97893,1.671898,77.21798,9
Utah,health technologists and technicians all other,32.05974,1.671898,30.03389,10
Utah,occupational health and safety specialists,20.91391,1.671898,19.05905,10
Utah,occupational health and safety technicians,18.13294,1.671898,16.32074,10
Utah,athletic trainers,23.09753,1.671898,21.20917,10
Utah,healthcare practitioners and technical workers all other,51.30024,1.671898,48.97924,7
Utah,healthcare support occupations,23.77086,1.671898,21.87217,10
Utah,home health aides,25.54292,1.671898,23.61705,10
Utah,nursing aides orderlies and attendants,10.16782,1.567398,8.583436,5
Utah,occupational therapist assistants,3.049759,2.194364,0.9749301,3
Utah,occupational therapist aides,-0.3770028,1.149432,-1.427679,2
Utah,physical therapist assistants,34.71582,1.671898,32.64923,10
Utah,physical therapist aides,20.76201,1.671898,18.90948,10
Utah,massage therapists,38.08323,1.671898,35.96497,10
Utah,dental assistants,11.37969,1.671898,9.671093,10
Utah,medical assistants,22.99837,1.671898,21.11153,10
Utah,medical transcriptionists,10.94183,1.671898,9.239935,10
Utah,pharmacy aides,35.75034,1.671898,33.66788,10
Utah,veterinary assistants and laboratory animal caretakers,0.05012531,1.671898,-1.484679,10
Utah,healthcare support workers all other,56.59472,1.671898,54.1925,10
Utah,protective service occupations,10.45094,1.671898,8.756581,10
Utah,first-line supervisors/managers of correctional officers,28.20097,2.194364,25.61974,3
Utah,first-line supervisors/managers of police and detectives,9.195589,2.194364,6.997018,3
Utah,first-line supervisors/managers of fire fighting and prevention workers,-16.5694,2.194364,-18.2492,3
Utah,first-line supervisors/managers protective service workers all other,20.42982,2.194364,18.00505,3
Utah,fire fighters,-11.97449,2.194364,-13.74681,3
Utah,fire inspectors and investigators,29.06734,1.671898,27.08739,10
Utah,bailiffs,23.23488,1.671898,21.34442,10
Utah,correctional officers and jailers,8.559557,1.671898,6.894208,10
Utah,detectives and criminal investigators,22.75484,1.671898,20.87174,10
Utah,parking enforcement workers,-8.250356,1.671898,-9.657826,9
Utah,police and sheriff's patrol officers,19.79793,1.671898,17.96019,10
Utah,transit and railroad police,41.20222,1.567398,39.17151,2
Utah,animal control workers,15.85205,1.671898,14.07484,10
Utah,private detectives and investigators,40.69343,1.671898,38.53514,10
